ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
580-73-2396|3550373145303854|James|Hardin|M|51844 Nicholas Lane|Brooklyn|NY|11213|40.67|-73.9366|2504700|Medical secretary|1970-02-04|719783599768|adults_50up_male_urban.json
530-33-6166|4557790827237|Billy|Schneider|M|22591 Robert Isle|Pismo Beach|CA|93449|35.1578|-120.6522|7657|Clothing/textile technologist|1999-08-25|740802473168|young_adults_male_urban.json
491-27-9680|4030299228092023|David|White|M|904 Jay Rest Suite 723|Chandler|AZ|85286|33.2711|-111.8311|255641|Paediatric nurse|1981-04-16|157199405309|adults_2550_male_urban.json
841-99-2980|3525799136621031|Joseph|Blankenship|M|91279 Natalie Place Apt. 172|Royal Oak|MI|48073|42.519|-83.157|57256|Toxicologist|1957-10-28|908554315130|adults_50up_male_urban.json
794-87-7070|180050863765993|Anne|Anderson|F|14986 Lopez Station Apt. 981|Yorba Linda|CA|92886|33.9058|-117.7865|66570|Scientist, product/process development|1995-01-15|412347758641|adults_2550_female_urban.json
211-89-5176|6512694486959461|Paul|Gutierrez|M|58874 Lane Trail Suite 213|Brooklyn|NY|11230|40.6225|-73.965|2504700|Product manager|1986-04-09|772162574642|adults_2550_male_urban.json
103-28-8329|6589026012796117|Dennis|Wood|M|669 Dawson Ranch|Columbus|OH|43230|40.0347|-82.8726|783285|Barista|1972-07-03|854465343288|adults_50up_male_urban.json
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json
531-02-1125|2704895543937690|Aaron|Thompson|M|184 Arroyo Unions|Revere|MA|02151|42.4138|-71.0052|51808|Scientific laboratory technician|1977-10-25|283281909609|adults_2550_male_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Webb City|MO|64870|37.144|-94.4727|14325|General practice doctor|1953-04-20|314598870934|adults_50up_female_urban.json
409-87-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|Liberty|MO|64068|39.2989|-94.4363|36280|Research officer, government|2001-03-01|6931334095|young_adults_male_urban.json
044-62-6082|3579472846392088|Rebecca|Mendoza|F|562 Bray Square|New York City|NY|10011|40.7402|-73.9996|1577385|Scientist, marine|1970-06-04|345573371830|adults_50up_female_urban.json
013-87-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Liberty Hill|TX|78642|30.663|-97.9316|9467|Surveyor, building control|1997-04-14|942454203201|adults_2550_female_urban.json
201-19-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|Bronx|NY|10475|40.8729|-73.8278|1382480|Surveyor, hydrographic|1977-12-16|893060472234|adults_2550_male_urban.json
353-03-6747|2289399824558773|Stacy|James|F|2256 Sweeney Cliffs Apt. 253|Homestead|PA|15120|40.3926|-79.9052|18931|Interior and spatial designer|1981-10-07|718620520120|adults_2550_female_urban.json
728-35-9919|4475987622023410|Daniel|Sanders|M|78006 Dalton River|Los Angeles|CA|90003|33.9653|-118.2727|2383912|Designer, furniture|1930-11-29|717621652546|adults_50up_male_urban.json
317-30-4054|3572282005577842|Joshua|Taylor|M|979 Mills Route|Loudonville|OH|44842|40.6361|-82.2356|5436|Social research officer, government|1960-04-06|997762397943|adults_50up_male_urban.json
494-70-3722|2445642400825475|Joseph|Watts|M|4064 Laura Plaza Suite 368|Minneapolis|MN|55420|44.8358|-93.2778|1022298|Press sub|1951-10-24|272278386916|adults_50up_male_urban.json
733-95-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|Norcross|GA|30093|33.906|-84.184|108060|Emergency planning/management officer|1975-07-22|18557023491|adults_2550_female_urban.json
051-69-0363|4442703120735649|Richard|Jimenez|M|0512 Joseph Lock Apt. 872|El Cajon|CA|92020|32.7928|-116.9665|165433|Engineer, agricultural|1930-03-05|927264966457|adults_50up_male_urban.json
837-49-0207|2246730371837644|Timothy|Moore|M|881 Olson Hills|Chicago|IL|60644|41.8829|-87.7582|2680484|Engineer, civil (contracting)|1984-07-04|976505596881|adults_2550_male_urban.json
885-86-3569|2246502491630096|Richard|Alvarez|M|1327 Gina Junction|Chino|CA|91710|34.0125|-117.6844|83727|Best boy|1988-10-09|391098756160|adults_2550_male_urban.json
158-90-8788|5573585730652407|John|Kim|M|739 Amy Islands Suite 498|Tucson|AZ|85718|32.3112|-110.9179|865276|Designer, multimedia|1968-12-06|580116407639|adults_50up_male_urban.json
461-38-4315|180070862095937|Erica|Brown|F|87829 Morris Row Suite 118|Saint George|UT|84790|37.0831|-113.5581|74901|Broadcast engineer|1985-04-10|915016055940|adults_2550_female_urban.json
183-05-3311|2531096789940535|Lisa|Jones|F|717 Michael Summit|Brandon|FL|33510|27.9551|-82.2966|79613|Pathologist|1972-05-31|407257502832|adults_50up_female_urban.json
844-79-4356|213114138113867|Collin|Fox|M|288 Reese Trafficway|Denton|TX|76209|33.2346|-97.1131|139552|Technical author|1984-12-25|740271815861|adults_2550_male_urban.json
720-86-6998|2223868528975581|Wendy|Nguyen|F|6593 Nicholas Plaza Suite 577|Rancho Santa Margarita|CA|92688|33.6512|-117.5938|43792|Occupational psychologist|1946-08-10|794569789978|adults_50up_female_urban.json
292-77-0268|213140433504880|Kristie|Howe|F|07522 Richardson Prairie|Commerce City|CO|80022|39.8259|-104.9113|42699|Fisheries officer|1969-03-06|280173576486|adults_50up_female_urban.json
095-74-6551|3515727919409615|Penny|Weeks|F|6613 Cynthia Roads Suite 048|Pottstown|PA|19464|40.2635|-75.6172|62826|Architectural technologist|1989-03-21|594076940942|adults_2550_female_urban.json
154-42-8232|3520679981364629|Carlos|Miller|M|641 Shaw Trail|Belmont|NC|28012|35.244|-81.044|20048|Conservator, furniture|1963-03-22|149301794538|adults_50up_male_urban.json
573-26-7994|6011898331465915|Ashley|Gutierrez|F|3559 Kayla Extension Suite 979|Las Vegas|NV|89108|36.2044|-115.2233|1417793|Dancer|1977-05-12|49136416256|adults_2550_female_urban.json
205-88-6125|4103924051477056|Christine|Medina|F|848 Dean Divide|Palmdale|CA|93550|34.4133|-118.0917|171170|Adult nurse|1962-12-11|641567640429|adults_50up_female_urban.json
540-06-4186|4439407016451049|Sean|Banks|M|8157 Jacob Parkway|Abingdon|MD|21009|39.4744|-76.2997|29766|Programmer, systems|1990-07-30|24534868377|adults_2550_male_urban.json
254-68-4996|376205554384041|Sherry|Zamora|F|432 Prince Shoals|Landrum|SC|29356|35.1565|-82.2115|8074|Copywriter, advertising|1980-05-09|799240993760|adults_2550_female_urban.json
534-87-3727|6011926495782328|Lauren|Sutton|F|48262 Lonnie Point|Miamisburg|OH|45342|39.6321|-84.2675|36784|Site engineer|1964-01-01|794348195155|adults_50up_female_urban.json
189-41-2385|3556647423122092|Luis|Obrien|M|330 Miller Tunnel|Bedford|OH|44146|41.3921|-81.5232|29761|Publishing rights manager|1987-01-11|550331711552|adults_2550_male_urban.json
481-92-6127|4772233060463333|Austin|Ho|M|757 Ronald Trail Apt. 965|Peachtree City|GA|30269|33.3915|-84.5635|35069|Nurse, mental health|2003-07-29|630254100367|young_adults_male_urban.json
550-68-0631|213177038860861|Kelli|Mccoy|F|47644 Jackson Hill|Mercersburg|PA|17236|39.8195|-77.9073|8895|Video editor|1981-03-15|59781790776|adults_2550_female_urban.json
146-60-7401|2612982665702796|Steven|Huang|M|45211 Jasmin Roads Suite 186|Olanta|SC|29114|33.9285|-79.9153|2190|Sales promotion account executive|1968-08-03|413003624262|adults_50up_male_rural.json
390-06-2800|342220644742125|Tyler|Smith|M|77780 Young Radial Suite 767|La Luz|NM|88337|32.9774|-105.9534|2295|Cartographer|1951-09-22|659712201779|adults_50up_male_rural.json
251-71-4557|3502205020994515|Anthony|Butler|M|49998 Tammy Summit|Saint Charles|MO|63304|38.7378|-90.6234|134684|Technical sales engineer|1963-03-22|98938179632|adults_50up_male_urban.json
331-48-6209|2381472145868333|Lisa|Rodriguez|F|9469 Green Ports|Parowan|UT|84761|37.8449|-112.8323|3131|Youth worker|1978-03-08|674866979163|adults_2550_female_urban.json
509-67-8155|30293430107131|Rebecca|Duarte|F|55830 Hannah Glens Apt. 448|Sherwood|AR|72120|34.8807|-92.2303|31610|Statistician|1977-02-22|843204832295|adults_2550_female_urban.json
117-88-5461|379902355770272|Christopher|Murray|M|6084 Peters Brook Apt. 955|Farmingville|NY|11738|40.8366|-73.0412|17638|Brewing technologist|1960-03-17|167373214626|adults_50up_male_urban.json
861-04-5557|6011996291450461|Angie|Wiley|F|4384 Daniel Tunnel Apt. 317|Anchorage|AK|99504|61.2037|-149.7447|242037|Risk manager|1971-07-17|876280422412|adults_50up_female_urban.json
513-20-3117|378452182307683|Brian|Collins|M|915 Small Cove|San Diego|CA|92139|32.6806|-117.0474|1241364|Scientist, research (life sciences)|1975-06-03|724845224567|adults_2550_male_urban.json
024-74-5115|4533448571422418|Alexis|Dean|F|85854 Sherry Unions|Cincinnati|OH|45215|39.2353|-84.4619|795220|Herpetologist|1939-08-19|268753639827|adults_50up_female_urban.json
073-40-5550|180002070160161|Jenna|Bush|F|545 Jennifer Skyway Apt. 792|Jackson Heights|NY|11372|40.7513|-73.883|66636|Chief Financial Officer|1968-10-29|883959464200|adults_50up_female_urban.json
100-59-5086|4733294562557707|Ana|Rodriguez|F|2459 William Lodge Apt. 581|Okemah|OK|74859|35.4647|-96.3287|6221|Immigration officer|1968-12-07|509094265711|adults_50up_female_urban.json
605-53-3909|3582761539669587|Melissa|Thompson|F|971 Nguyen Court|Hazlet|NJ|07730|40.4226|-74.1799|17396|Producer, television/film/video|1950-08-21|335764110674|adults_50up_female_urban.json
072-77-1782|4570132902278467|Luis|West|M|549 Sellers Mews|Killeen|TX|76543|31.1172|-97.6651|164094|Local government officer|1953-10-22|98742540483|adults_50up_male_urban.json
009-79-8363|6011405800851409|David|Park|M|566 Graham Forest Apt. 723|West Palm Beach|FL|33405|26.67|-80.0582|459921|Surveyor, building control|1944-10-29|925069791808|adults_50up_male_urban.json
861-54-2528|4201027621267969279|Jordan|Arnold|M|5326 Becky Vista Apt. 846|Snellville|GA|30039|33.8178|-84.0229|74574|Sports coach|1990-04-04|401907373048|adults_2550_male_urban.json
039-73-7918|3519712847818919|David|Mccoy|M|894 Rebecca Place|Nashville|TN|37211|36.0725|-86.724|431336|Administrator, arts|1982-02-19|500229982535|adults_2550_male_urban.json
481-74-5432|6544209494079293|Anthony|Mooney|M|7128 Melissa Harbors|Elmendorf|TX|78112|29.2308|-98.372|7941|Forensic psychologist|1986-06-11|674879115116|adults_2550_male_urban.json
282-33-0233|3592927524372804|Grace|Miller|F|276 Young Mill|Galena Park|TX|77547|29.7392|-95.24|9735|Diplomatic Services operational officer|1990-07-23|632265815336|adults_2550_female_urban.json
056-83-4332|5227674783667429|Kerry|Graham|F|6580 Samantha Route Suite 694|North Las Vegas|NV|89030|36.2115|-115.1241|214518|Legal executive|2001-09-28|293218817973|young_adults_female_urban.json
262-84-9572|6539385258001066|Anne|Garcia|F|3443 Andrew Course Apt. 939|Millsboro|DE|19966|38.6595|-75.2464|24601|Community development worker|2006-05-06|95004578288|young_adults_female_urban.json
134-49-9275|4244717465421409|Janet|Cook|F|4271 Krause Flats|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Travel agency manager|1999-07-28|194959880423|young_adults_female_urban.json
504-14-2358|180039174101196|Monica|Waters|F|2006 Hernandez Isle|Mansfield|OH|44904|40.6824|-82.5286|92985|Nurse, adult|1969-12-17|2468061102|adults_50up_female_urban.json
725-99-8040|36618306719854|Gavin|Turner|M|158 Miller Mount|Shakopee|MN|55379|44.7793|-93.5197|40416|Horticultural consultant|1958-07-14|221825580025|adults_50up_male_urban.json
568-06-6295|4461571732030931|John|Brown|M|8700 Brown Turnpike Apt. 613|Marion|OH|43302|40.5876|-83.1271|54790|Scientist, research (medical)|1994-01-03|956395061779|adults_2550_male_urban.json
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|Clarksville|TN|37040|36.522|-87.349|151785|Catering manager|1999-11-23|4322238535|young_adults_female_urban.json
092-91-9728|4723248763290927910|Lori|Patton|F|0833 Valerie Court Suite 883|Walnut|CA|91789|34.0183|-117.8546|43079|Psychologist, forensic|2003-02-07|690503315009|young_adults_female_urban.json
214-36-0870|4277220054365|Danielle|Jensen|F|10822 Todd Crescent Apt. 379|Tucson|AZ|85746|32.1422|-111.0506|865276|TEFL teacher|1959-06-07|460961541101|adults_50up_female_urban.json
766-87-5337|4531363631797|Kari|Zamora|F|97265 Stephen Fields|Glenview|IL|60025|42.0758|-87.8223|39105|Mechanical engineer|1949-10-05|300542724083|adults_50up_female_urban.json
344-17-0526|3542177625349290|Susan|Lane|F|68739 Hood Harbors|West Salem|WI|54669|43.9063|-91.0893|7619|Administrator, education|1964-11-17|471286837656|adults_50up_female_urban.json
254-42-7115|3592906007806868|John|Yates|M|7318 Heather Lodge|Green Valley|AZ|85614|31.8543|-111.0003|28220|Engineering geologist|1975-05-23|391412017641|adults_2550_male_urban.json
245-83-1487|675942799072|John|Taylor|M|57016 Schmidt Hill Suite 498|Houston|TX|77059|29.5975|-95.1134|2906700|Teaching laboratory technician|1985-01-23|231045526966|adults_2550_male_urban.json
636-43-0899|180001657905527|Maria|Bush|F|53817 Karen Trace|Port Monmouth|NJ|07758|40.4289|-74.1083|4967|Equality and diversity officer|1943-10-03|387923438251|adults_50up_female_urban.json
516-88-6930|4155778817884795134|Steven|Ellis|M|2411 Joshua Square|Chicago|IL|60651|41.9025|-87.7393|2680484|Data scientist|1985-02-04|165340472930|adults_2550_male_urban.json
534-81-0372|4827567043103856958|Matthew|Buchanan|M|887 Torres Curve Suite 243|Palmyra|ME|04965|44.8576|-69.3811|1976|Radio broadcast assistant|1998-12-13|847346136203|young_adults_male_rural.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Orlando|FL|32811|28.5163|-81.4516|878243|Data scientist|1968-08-11|491227929210|adults_50up_female_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Athens|GA|30606|33.9461|-83.418|116272|Structural engineer|1971-05-15|335509428125|adults_50up_male_urban.json
412-80-3611|30515093983436|Alison|Ryan|F|186 Tracy Rapids Apt. 562|Olathe|KS|66062|38.8733|-94.7752|130216|Physiotherapist|1940-11-04|422494343629|adults_50up_female_urban.json
013-37-5652|377813767426621|Russell|Harper|M|47851 Davis Lodge|Wilmington|OH|45177|39.4488|-83.8417|22260|Government social research officer|1958-09-07|190758885169|adults_50up_male_urban.json
474-91-9305|4264870494787301|Raven|Moore|F|714 White Spurs Apt. 014|Hattiesburg|MS|39401|31.3146|-89.3065|82617|Research officer, government|1976-11-29|657416577242|adults_2550_female_urban.json
596-62-9267|6571589042902575|Sherry|Taylor|F|45650 Carter Route|Passaic|NJ|07055|40.8601|-74.1283|69816|Camera operator|1966-04-22|212660437303|adults_50up_female_urban.json
188-98-1549|3585544518952027|Kelly|Watson|F|5213 Wesley Village Apt. 898|Tacoma|WA|98409|47.2038|-122.4825|323239|Ship broker|1987-05-14|608650755338|adults_2550_female_urban.json
428-59-1252|5507545279852405|Patrick|Wilson|M|234 Jason Common|Fort Wayne|IN|46805|41.0977|-85.1189|305409|Physicist, medical|1954-11-17|840485664028|adults_50up_male_urban.json
080-03-7935|6011310890714014|Elizabeth|Smith|F|93932 Johnson Drive|Tujunga|CA|91042|34.2544|-118.2849|27585|Health physicist|1927-10-20|639730188719|adults_50up_female_urban.json
361-21-8203|3589119083342809|William|Garcia|M|759 Scott Coves|Chico|CA|95926|39.7458|-121.8444|106193|Education officer, community|1956-11-01|390132246890|adults_50up_male_urban.json
435-28-8426|4151718275487|Miranda|Miller|F|64794 Perez Lodge Suite 631|Portland|OR|97203|45.5889|-122.7347|841711|Publishing copy|1991-11-30|747062668674|adults_2550_female_urban.json
184-02-8056|4678112669121531|George|Larson|M|36749 Avila Unions Suite 579|Bowie|MD|20716|38.9263|-76.7098|95216|Ophthalmologist|1994-07-02|536817324563|adults_2550_male_urban.json
286-19-7449|5447732010170262|Larry|Murphy|M|911 Sparks Flats Suite 778|Marengo|IL|60152|42.2442|-88.6074|12533|Games developer|1993-05-26|375991908726|adults_2550_male_urban.json
560-03-0518|6011675677002845|Stacey|Martin|F|46719 Keller Spur Suite 782|Tampa|FL|33611|27.8914|-82.5067|717255|Risk manager|1974-05-23|429736118748|adults_2550_female_urban.json
507-76-6190|3545009025590560|Anne|Reed|F|5033 Deborah Ramp Apt. 141|Larchmont|NY|10538|40.9351|-73.7572|16597|Leisure centre manager|1966-12-17|22204032792|adults_50up_female_urban.json
334-05-7552|4986407905696594|Brent|Freeman|M|7852 Cox Mews|Colorado Springs|CO|80916|38.8076|-104.7403|525713|Engineer, drilling|1941-04-27|697919093310|adults_50up_male_urban.json
861-69-3508|4049639191954198767|Christine|Flynn|F|468 Gonzalez Locks Suite 987|Lawrenceville|GA|30044|33.9418|-84.0706|228867|Sports development officer|1928-07-25|967143316329|adults_50up_female_urban.json
643-91-8458|4374896908357230|Brittany|Jennings|F|6513 Adams Heights Apt. 493|Dallas|TX|75225|32.8628|-96.7918|1263321|Optician, dispensing|1953-08-19|125578330109|adults_50up_female_urban.json
197-04-4024|4786603242044820701|Anthony|Mosley|M|416 Powers Course Suite 231|Philadelphia|PA|19151|39.9772|-75.2545|1526206|Teacher, English as a foreign language|1962-02-06|552910383211|adults_50up_male_urban.json
535-86-9510|180071391559633|Taylor|Robinson|F|34764 Tracy Landing|Augusta|GA|30909|33.4717|-82.0834|202193|Clinical scientist, histocompatibility and immunogenetics|1940-02-08|598359768117|adults_50up_female_urban.json
487-88-4037|4575409003486451832|Shannon|Price|F|4134 Michele Estates Suite 560|Amarillo|TX|79106|35.1977|-101.8949|220580|Graphic designer|1995-06-02|89620697091|adults_2550_female_urban.json
483-95-6766|371248156985703|Philip|Davidson|M|720 Gonzalez Inlet|Tucson|AZ|85742|32.4076|-111.065|865276|Interior and spatial designer|1975-09-23|92667395542|adults_2550_male_urban.json
162-32-8461|3596577242954312|Jason|White|M|300 Rebecca Mountain Apt. 420|North East|PA|16428|42.2008|-79.8332|12478|Oncologist|1999-10-09|470805742447|young_adults_male_urban.json
267-20-1460|349108677133341|Donna|Snyder|F|3934 Robert Lodge|Clinton|CT|06413|41.2912|-72.528|13235|Dancer|1957-06-05|317951159508|adults_50up_female_urban.json
242-80-7389|4971072563669|Nancy|Scott|F|005 Thomas Knoll|Green Valley|AZ|85614|31.8543|-111.0003|28220|Trading standards officer|1930-11-27|738473764635|adults_50up_female_urban.json
727-96-0746|578964652809|Kevin|Green|M|7215 Thomas Crescent Suite 027|Pekin|IL|61554|40.5674|-89.6243|43810|Health visitor|1966-05-09|398348868136|adults_50up_male_urban.json
290-34-4322|180062572870329|Anthony|White|M|2761 Williams Knolls Suite 771|Hickory|NC|28601|35.7576|-81.3289|79007|Data scientist|1970-08-19|382783180255|adults_50up_male_urban.json
209-37-2960|4993908926137154|Allison|Maldonado|F|5915 Anthony Mount|Minneapolis|MN|55421|45.0523|-93.2541|1022298|Quantity surveyor|1997-03-08|689144920939|adults_2550_female_urban.json
